Name,classification,Age,pg::PTS,pg::AST,pg::TRB,pg::STL,pg::BLK,pg::TOV,pg::FG%,pg::3P%,pg::FT%,adv::PER,adv::TS%,adv::OBPM,adv::DBPM,adv::BPM,adv::OWS,adv::DWS,adv::WS/40,OverallScore,Upside01,UpsideScore,Comp1,Comp2,Comp3,pg01,adv01,age01,UpdatedOverall01,UpdatedOverall
Anthony Edwards,College,18.87,0.6463414634146343,0.3939393939393939,0.39603960396039606,0.5,0.20000000000000004,0.7241379310344829,0.08706467661691547,0.5632183908045977,0.6431297709923665,0.3080260303687636,0.3123209169054442,0.4746835443037975,0.051724137931034496,0.375,0.48148148148148157,0.33333333333333337,0.26054590570719605,5.34,0.6215996403305387,6.22,Paul George,Jayson Tatum,Zach LaVine,0.6732413738492787,0.41084518005666076,0.9304812834224598,0.5876725047216887,5.88
James Wiseman,College,19.22,0.6707317073170731,0.015151515151515136,0.9405940594059405,0.08333333333333333,1.0,0.13793103448275865,1.0,0.0,0.5133587786259541,1.0,1.0,1.0,0.7758620689655172,1.0,0.11111111111111119,0.0,1.0,7.95,0.3224461660378158,3.22,Hassan Whiteside,Mitchell Robinson,Anthony Davis,0.6704913910170206,1.0,0.8680926916221037,0.7525163569395272,7.53
Patrick Williams,College,18.87,0.24390243902439018,0.1212121212121212,0.27722772277227725,0.375,0.3333333333333333,0.3793103448275862,0.22885572139303487,0.6130268199233717,0.7690839694656488,0.2776572668112798,0.40687679083094574,0.3164556962025317,0.48275862068965514,0.375,0.24074074074074078,0.40740740740740744,0.3052109181141439,4.79,0.0,0.0,Gorgui Dieng,Gorgui Dieng,Gorgui Dieng,0.528074159782692,0.4330961470473976,0.9304812834224598,0.4379789720131553,4.38
Isaac Okoro,College,19.39,0.39430894308943093,0.2727272727272727,0.31683168316831684,0.3333333333333333,0.30000000000000004,0.4827586206896552,0.3656716417910448,0.5478927203065134,0.4522900763358779,0.27114967462039047,0.5042979942693409,0.4113924050632912,0.3620689655172413,0.415,0.4444444444444445,0.33333333333333337,0.31017369727047145,4.97,0.0733243564481684,0.73,James Johnson,Shai Gilgeous-Alexander,Nemanja Bjelica,0.5360061207496433,0.4755549469509868,0.8377896613190731,0.46137193157235373,4.61
Onyeka Okongwu,College,19.52,0.5284552845528454,0.13636363636363635,0.7326732673267327,0.4583333333333333,0.9,0.4827586206896552,0.6194029850746268,0.47892720306513414,0.5438931297709924,0.5314533622559653,0.670487106017192,0.5949367088607596,0.7758620689655172,0.68,0.6111111111111112,0.7037037037037037,0.5459057071960297,7.57,0.3722592950127787,3.72,Anthony Davis,Jonathan Isaac,Mitchell Robinson,0.7961500128828051,0.7960753774220608,0.8146167557932265,0.7270124668492235,7.27
Obi Toppin,College,22.29,0.6829268292682926,0.30303030303030304,0.6237623762376238,0.375,0.4,0.5517241379310346,0.6616915422885572,0.7471264367816092,0.5095419847328244,0.561822125813449,0.7822349570200574,0.7405063291139241,0.4999999999999999,0.7150000000000001,0.8518518518518519,0.7777777777777777,0.6153846153846154,7.8,0.3365105425118218,3.37,Karl-Anthony Towns,John Collins,Jayson Tatum,0.8239605948283264,0.8732296971503475,0.3208556149732622,0.7192694178250781,7.19
Jalen Smith,College,20.26,0.5,0.09090909090909093,0.9207920792079208,0.24999999999999994,0.8,0.3793103448275862,0.4253731343283582,0.7049808429118773,0.601145038167939,0.4924078091106291,0.6160458452722063,0.6582278481012658,0.6724137931034482,0.7,0.6851851851851852,0.8148148148148148,0.5409429280397022,7.4,0.4524418976426644,4.52,Anthony Davis,Hassan Whiteside,Rudy Gobert,0.7649865315261132,0.804202806420932,0.6827094474153295,0.7207454386218636,7.21
Devin Vassell,College,19.82,0.3861788617886178,0.21212121212121213,0.3861386138613861,0.5416666666666666,0.3333333333333333,0.06896551724137935,0.30597014925373134,0.7950191570881227,0.5782442748091603,0.37310195227765725,0.4985673352435529,0.5949367088607596,0.6551724137931034,0.6449999999999999,0.5740740740740742,0.5555555555555555,0.4640198511166253,6.1,0.0,0.0,Jae Crowder,OG Anunoby,Gorgui Dieng,0.5940100451886239,0.6762612690734083,0.7611408199643493,0.5397801445119579,5.4
Tyrese Haliburton,College,20.3,0.4878048780487805,0.9545454545454546,0.46534653465346537,1.0,0.23333333333333334,0.7586206896551724,0.3407960199004975,0.8026819923371648,0.7385496183206106,0.4186550976138828,0.6303724928366763,0.6772151898734177,0.5689655172413792,0.6849999999999999,0.5185185185185186,0.29629629629629634,0.3870967741935484,7.82,0.7685325492021885,7.69,Ben Simmons,Jimmy Butler,Chris Paul,1.0,0.6635801077798723,0.6755793226381461,0.8082295755043292,8.08
Kira Lewis Jr.,College,19.2,0.6219512195121951,0.7575757575757576,0.3564356435643564,0.7083333333333334,0.20000000000000004,1.0,0.22885572139303487,0.7011494252873564,0.7003816793893131,0.28633405639913234,0.42693409742120364,0.4050632911392406,0.22413793103448273,0.375,0.5555555555555556,0.37037037037037035,0.2754342431761786,6.5,0.5060247200833207,5.06,Jrue Holiday,Kyle Lowry,Jimmy Butler,0.8940267695389513,0.4526087618006771,0.8716577540106953,0.6619639237671386,6.62
