year,team_accuracy,lottery_accuracy
2020,0.14285714285714285,0.21428571428571427
2021,0.14285714285714285,0.21428571428571427
2022,0.14285714285714285,0.42857142857142855
2023,0.0,0.07142857142857142
2024,0.07142857142857142,0.21428571428571427
