Name,Archetype,Comp1,Comp2,Comp3,Comp1_AllStars,Comp2_AllStars,Comp3_AllStars,UpsideRaw,Upside01,UpsideScore
Ryan Rollins,5,Jimmy Butler,Anthony Edwards,Jaylen Brown,6.0,2.0,3.0,3.8335442374222666,0.9845929371173403,9.85
Josh Minott,2,Frank Kaminsky,Naz Reid,DeMarcus Cousins,0.0,0.0,4.0,1.3017399175763487,0.3343339347170819,3.34
Kendall Brown,8,Nemanja Bjelica,Thaddeus Young,Caleb Martin,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Mobley,2,Scottie Barnes,Wendell Carter Jr.,Miles Bridges,1.0,0.0,0.0,0.3488608500008507,0.08960009528377182,0.9
Tyrese Martin,8,Kevin Love,Scottie Barnes,Bobby Portis,5.0,1.0,0.0,2.073299961675575,0.5324984850478894,5.32
JD Davison,5,Eric Bledsoe,Kyle Lowry,Rajon Rondo,0.0,6.0,4.0,3.286084326698828,0.8439854136169369,8.44
Jabari Walker,2,Jonas Valančiūnas,Wendell Carter Jr.,Christian Wood,0.0,0.0,0.0,0.0,0.0,0.0
Tevin Brown,8,De'Anthony Melton,OG Anunoby,Desmond Bane,0.0,0.0,0.0,0.0,0.0,0.0
John Butler,2,Braxton Key,Braxton Key,Naz Reid,0.0,0.0,0.0,0.0,0.0,0.0
Julian Champagnie,2,OG Anunoby,Anthony Edwards,De'Anthony Melton,0.0,2.0,0.0,0.6577614854087284,0.16893696087271942,1.69
Kofi Cockburn,2,Christian Wood,Deandre Ayton,Karl-Anthony Towns,0.0,0.0,4.0,1.2924395927591772,0.3319452746258548,3.32
Keon Ellis,8,De'Anthony Melton,Jae Crowder,Herbert Jones,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Hall,5,Josh Giddey,Russell Westbrook,Ricky Rubio,0.0,9.0,0.0,2.9391563862918257,0.7548817594895267,7.55
Ron Harper Jr.,8,Desmond Bane,Andrew Wiggins,Miles Bridges,0.0,1.0,0.0,0.3239319758258859,0.08319745795318985,0.83
Johnny Juzang,8,Jordan Clarkson,Bogdan Bogdanović,Bojan Bogdanović,0.0,0.0,0.0,0.0,0.0,0.0
Justin Lewis,2,Scottie Barnes,Miles Bridges,OG Anunoby,1.0,0.0,0.0,0.34840354893488673,0.08948264381541805,0.89
Kenneth Lofton Jr.,5,Jusuf Nurkić,Bam Adebayo,Domantas Sabonis,0.0,3.0,3.0,1.9519715913624949,0.5013369673807444,5.01
Iverson Molinar,5,Jordan Poole,Jimmy Butler,Anthony Edwards,0.0,6.0,2.0,2.6264079174385944,0.6745566309775858,6.75
Orlando Robinson,5,Kristaps Porziņģis,Karl-Anthony Towns,Joel Embiid,1.0,4.0,7.0,3.893532131812762,1.0,10.0
Dereon Seabron,5,Josh Hart,Josh Hart,Jaylen Brown,0.0,0.0,3.0,0.982196319015894,0.25226357090794066,2.52
Alondes Williams,5,Ja Morant,Pascal Siakam,Khris Middleton,2.0,2.0,3.0,2.3189224950624245,0.5955832433268693,5.96
Trevion Williams,5,Kelly Olynyk,Jusuf Nurkić,Domantas Sabonis,0.0,0.0,3.0,0.9949192670974342,0.2555312845547821,2.56
Dyson Daniels,5,Lonzo Ball,Scottie Barnes,De'Anthony Melton,0.0,1.0,0.0,0.30511826884823134,0.07836541693215036,0.78
MarJon Beauchamp,2,Scottie Barnes,OG Anunoby,De'Anthony Melton,1.0,0.0,0.0,0.3590893298501529,0.09222713918710286,0.92
Jaden Hardy,5,Jaylen Brown,Anthony Edwards,Khris Middleton,3.0,2.0,3.0,2.673487011853621,0.6866482467190764,6.87
Michael Foster Jr.,2,Evan Mobley,Kristaps Porziņģis,Kristaps Porziņģis,0.0,1.0,1.0,0.6397219869704005,0.1643037646314625,1.64
Ousmane Dieng,8,Kelly Olynyk,Obi Toppin,Nemanja Bjelica,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jović,5,Kelly Olynyk,Will Barton,Josh Hart,0.0,0.0,0.0,0.0,0.0,0.0
Gabriele Procida,6,Caleb Martin,Danuel House Jr.,Otto Porter Jr.,0.0,0.0,0.0,0.0,0.0,0.0
Khalifa Diop,6,Obi Toppin,Isaiah Roby,Thaddeus Young,0.0,0.0,0.0,0.0,0.0,0.0
Ismael Kamagate,2,Evan Mobley,Isaiah Hartenstein,Brandon Clarke,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Spagnolo,8,Jordan Poole,Desmond Bane,Victor Oladipo,0.0,0.0,2.0,0.6591461827388138,0.1692926012740844,1.69
Karlo Matković,2,Montrezl Harrell,Montrezl Harrell,Montrezl Harrell,0.0,0.0,0.0,0.0,0.0,0.0
Yannick Nzosa,3,Khem Birch,Xavier Tillman Sr.,Luke Kornet,0.0,0.0,0.0,0.0,0.0,0.0
Luke Travers,8,Kyle Anderson,Kelly Olynyk,De'Anthony Melton,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Besson,8,Kelly Olynyk,Jordan Clarkson,Kevin Love,0.0,0.0,5.0,1.6525456906519833,0.42443355665401594,4.24
Ziga Samar,8,Mike Conley,Alec Burks,Kelly Olynyk,1.0,0.0,0.0,0.3429016199606056,0.08806954928119637,0.88
Shaedon Sharpe,8,De'Anthony Melton,Scottie Barnes,Kelly Olynyk,0.0,1.0,0.0,0.33409973333838744,0.08580890616223998,0.86
