NBA_Player,Cluster,DistToCentroid,ArchetypeName
Jacob Toppin,2,3.0211312551750362,2
Obi Toppin,7,2.4874967954433194,7
Juan Toscano-Anderson,5,2.8754809511665194,5
Karl-Anthony Towns,6,3.107777376051784,6
Gary Trent Jr.,7,2.42849775379418,7
Oscar Tshiebwe,2,4.204947533495563,2
P.J. Tucker,2,2.8204020736077786,2
P.J. Tucker,7,4.472080813924965,7
P.J. Tucker,2,2.75804554724954,2
Myles Turner,1,2.5352786878998748,1
Hunter Tyson,5,2.544151266959281,5
Stanley Umude,2,1.5719471890314862,2
Jonas Valančiūnas,1,2.1402170397753353,1
Jarred Vanderbilt,7,2.7667068515752704,7
Fred VanVleet,6,2.780348620954574,6
Devin Vassell,6,1.9346435444479795,6
Sasha Vezenkov,2,1.310176234529412,2
Gabe Vincent,5,2.8442319894314787,5
Nikola Vučević,1,3.283305201071138,1
Tristan Vukcevic,7,2.3729576956842644,7
Dean Wade,7,2.4097581184163768,7
Franz Wagner,6,1.6857445820056407,6
Moritz Wagner,3,2.998664812081452,3
Ish Wainright,2,3.4042634804281136,2
Ish Wainright,2,2.690587926536254,2
Ish Wainright,5,5.211035507353117,5
Jabari Walker,7,2.8437395218981276,7
Jarace Walker,2,1.9779458242025776,2
Lonnie Walker IV,7,1.8895873687577236,7
Cason Wallace,7,1.9097222363170516,7
Jordan Walsh,5,2.998127895709283,5
T.J. Warren,5,1.861496569319563,5
P.J. Washington,7,2.050080855524896,7
P.J. Washington,7,2.012739722218678,7
P.J. Washington,7,2.6527386457102757,7
TyTy Washington Jr.,5,2.246998590187608,5
Yuta Watanabe,5,1.598671704658051,5
Yuta Watanabe,5,1.86890421270392,5
Yuta Watanabe,5,4.910177921729468,5
Lindy Waters III,2,2.5720131277374376,2
Trendon Watford,7,1.985284094536837,7
Peyton Watson,3,2.756183618307256,3
Victor Wembanyama,1,8.367503125293515,1
Blake Wesley,5,2.915488644782484,5
Russell Westbrook,6,2.521886172652788,6
Coby White,6,1.7879228079386627,6
Dariq Whitehead,5,4.741915687805211,5
Derrick White,6,3.0728145279659955,6
Jack White,5,4.670278145767926,5
Cam Whitmore,7,2.5230686721733,7
Aaron Wiggins,7,2.471885840344141,7
Andrew Wiggins,7,1.8646095549973865,7
Lindell Wigginton,4,5.879520998161719,4
Alondes Williams,4,3.473228821018408,4
Brandon Williams,5,2.654266552843226,5
Grant Williams,7,1.4728155252589068,7
Grant Williams,7,1.8654336877548423,7
Grant Williams,7,2.148593471180274,7
Jalen Williams,6,1.7677089313877823,6
Jaylin Williams,7,2.318038133972473,7
Jeenathan Williams,2,2.2505272457861927,2
Kenrich Williams,2,2.3536119163884623,2
Mark Williams,1,2.0880262382068673,1
Malik Williams,5,6.211777553051516,5
Patrick Williams,7,1.6547072946913408,7
Robert Williams,1,2.919304061588314,1
Vince Williams Jr.,7,2.0988580899540947,7
Zion Williamson,6,2.0397129225522264,6
Ziaire Williams,7,1.9424947588397286,7
D.J. Wilson,1,10.928351067418653,1
Jalen Wilson,2,1.2830384384993916,2
Dylan Windler,2,2.757032096750748,2
Dylan Windler,2,4.973830653272722,2
Dylan Windler,2,4.03251126717086,2
Dylan Windler,2,2.723741368895172,2
James Wiseman,3,2.568905453343983,3
Isaiah Wong,4,5.007331631897206,4
Christian Wood,3,2.0570459026054446,3
Delon Wright,7,2.970780344868227,7
Delon Wright,7,2.9926248680756693,7
Delon Wright,7,3.3578297674925244,7
Thaddeus Young,3,3.267601158004575,3
Thaddeus Young,3,3.59932609896033,3
Thaddeus Young,3,3.64225355387896,3
Trae Young,6,5.305387893827979,6
Omer Yurtseven,3,2.031691577783188,3
Cody Zeller,5,3.2082082556785356,5
Ivica Zubac,1,2.018885441585455,1
