Name,Archetype,Comp1,Comp2,Comp3,Comp1_AllStars,Comp2_AllStars,Comp3_AllStars,UpsideRaw,Upside01,UpsideScore
Nikola Topić,6,Khris Middleton,Austin Reaves,Franz Wagner,3.0,0.0,0.0,1.0179448632575547,0.14398392055657472,1.44
AJ Johnson,2,Kenneth Lofton Jr.,Jett Howard,Shake Milton,0.0,0.0,0.0,0.0,0.0,0.0
Pacome Dadiet,7,Nikola Jović,Trendon Watford,Jarace Walker,0.0,0.0,0.0,0.0,0.0,0.0
Juan Núñez,6,Donte DiVincenzo,Tre Mann,Russell Westbrook,0.0,0.0,9.0,2.97356640224636,0.42059817194874194,4.21
Bobi Klintman,7,Donte DiVincenzo,Cole Anthony,Naz Reid,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Djurisic,6,Jaylen Brown,Franz Wagner,Donte DiVincenzo,3.0,0.0,0.0,1.0041918880793592,0.14203862139848777,1.42
Melvin Ajinca,7,Jarace Walker,Nikola Jović,Dario Šarić,0.0,0.0,0.0,0.0,0.0,0.0
Ulrich Chomche,1,Scottie Barnes,Jaren Jackson Jr.,Kevin Durant,1.0,1.0,14.0,5.128071089085546,0.7253435887838899,7.25
Ariel Hukporti,1,Naz Reid,Santi Aldama,Evan Mobley,0.0,0.0,0.0,0.0,0.0,0.0
Trentyn Flowers,7,Nikola Jović,Shake Milton,Kenneth Lofton Jr.,0.0,0.0,0.0,0.0,0.0,0.0
Ousmane N'Diaye,7,Jaylin Williams,Nikola Jović,Jarace Walker,0.0,0.0,0.0,0.0,0.0,0.0
Mantas Rubstavicius,7,Aaron Wiggins,David Duke Jr.,Naji Marshall,0.0,0.0,0.0,0.0,0.0,0.0
