Name,classification,Age,pg::PTS,pg::AST,pg::TRB,pg::STL,pg::BLK,pg::TOV,pg::FG%,pg::3P%,pg::FT%,adv::PER,adv::TS%,adv::OBPM,adv::DBPM,adv::BPM,adv::OWS,adv::DWS,adv::WS/40,OverallScore,Upside01,UpsideScore,Comp1,Comp2,Comp3,pg01,adv01,age01,UpdatedOverall01,UpdatedOverall
Dalton Knecht,College,23.17,0.8430493273542601,0.21333333333333332,0.3162393162393163,0.21739130434782608,0.22222222222222224,0.23255813953488372,0.3029411764705884,0.761996161228407,0.6332453825857519,0.537554314090627,0.5693950177935942,0.6827586206896552,0.462686567164179,0.658385093167702,0.5280898876404494,0.5862068965517241,0.5274725274725274,5.47,0.0,0.0,CJ McCollum,Jerami Grant,Naz Reid,0.6214736439388874,0.5722952185172488,0.186851211072664,0.4632342576771064,4.63
Tristan da Silva,College,23.1,0.5874439461883408,0.29333333333333333,0.3333333333333333,0.39130434782608703,0.22222222222222224,0.25581395348837216,0.4058823529411765,0.7581573896353166,0.7994722955145117,0.3947858472998139,0.6690391459074734,0.4413793103448276,0.3731343283582089,0.39751552795031053,0.4606741573033708,0.4482758620689655,0.36996336996337,5.05,0.3976199188292367,3.98,Donte DiVincenzo,Tobias Harris,Paul George,0.6771320989946527,0.42244831248344134,0.1989619377162627,0.49519280225217993,4.95
Ja'Kobe Walter,College,19.79,0.5201793721973095,0.15999999999999995,0.27350427350427353,0.39130434782608703,0.0740740740740741,0.13953488372093023,0.06176470588235303,0.6545105566218811,0.6860158311345647,0.3109869646182496,0.4377224199288259,0.4137931034482758,0.22388059701492533,0.3167701863354037,0.449438202247191,0.31034482758620685,0.31501831501831495,3.82,0.0,0.0,Donte DiVincenzo,Cameron Johnson,Bogdan Bogdanović,0.4571023148396628,0.3067262741791991,0.7716262975778547,0.3507379123468945,3.51
Jaylon Tyson,College,21.55,0.7488789237668162,0.44,0.47863247863247865,0.43478260869565216,0.18518518518518517,0.5581395348837209,0.32352941176470607,0.690978886756238,0.6965699208443272,0.46927374301675984,0.4946619217081853,0.48965517241379314,0.22388059701492533,0.37888198757763975,0.38202247191011235,0.2758620689655172,0.25641025641025644,5.32,0.2352508468236908,2.35,Anthony Edwards,Paolo Banchero,Zion Williamson,0.7902751052969584,0.3392136520168886,0.46712802768166073,0.5016940941034461,5.02
Yves Missi,College,20.1,0.34977578475336324,0.026666666666666606,0.37606837606837606,0.17391304347826086,0.5555555555555556,0.09302325581395351,0.761764705882353,,0.2216358839050131,0.5468653010552452,0.7259786476868328,0.4413793103448276,0.4029850746268656,0.41614906832298143,0.40449438202247195,0.31034482758620685,0.46886446886446886,4.67,0.0,0.0,Jonathan Isaac,Myles Turner,Paul Reed,0.5054309661625795,0.4528746985041234,0.7179930795847747,0.41919738088207814,4.19
DaRon Holmes II,College,21.85,0.7847533632286996,0.31999999999999995,0.623931623931624,0.30434782608695654,0.7777777777777777,0.34883720930232565,0.5558823529411767,0.7408829174664108,0.4775725593667544,0.7641216635630044,0.7437722419928827,0.6689655172413793,0.6417910447761194,0.7204968944099379,0.6404494382022472,0.689655172413793,0.7216117216117216,7.3,0.4619676713433246,4.62,Kristaps Porziņģis,Chet Holmgren,Anthony Davis,0.8462716968179795,0.7303770571872112,0.4152249134948094,0.7028399707670681,7.03
Kyshawn George,College,20.52,0.21076233183856502,0.26666666666666666,0.15384615384615385,0.30434782608695654,0.14814814814814817,0.18604651162790697,0.20882352941176474,0.7831094049904029,0.6490765171503957,0.20235878336437,0.5836298932384342,0.1793103448275862,0.4029850746268656,0.18012422360248448,0.21348314606741572,0.17241379310344826,0.12454212454212454,3.19,0.5649760903464437,5.65,Kyle Lowry,Nickeil Alexander-Walker,Kyle Lowry,0.4472467726796372,0.189240428668045,0.6453287197231834,0.38662277554005336,3.87
Dillon Jones,College,22.64,0.8026905829596414,0.6666666666666667,0.7350427350427352,0.782608695652174,0.03703703703703705,0.5348837209302326,0.39411764705882363,0.6218809980806143,0.8575197889182057,0.6461824953445066,0.6370106761565837,0.47586206896551725,0.3880597014925372,0.4347826086956522,0.5617977528089888,0.793103448275862,0.6117216117216118,7.02,0.2904396997290984,2.9,Donovan Mitchell,Alperen Şengün,De'Aaron Fox,0.9633823996936566,0.5655385693068256,0.278546712802768,0.6449642060635945,6.45
Terrence Shannon Jr.,College,23.89,0.9013452914798208,0.27999999999999997,0.23931623931623933,0.34782608695652173,0.33333333333333337,0.3023255813953489,0.3529411764705883,0.6948176583493282,0.7097625329815304,0.6151458721291124,0.7259786476868328,0.710344827586207,0.4477611940298507,0.670807453416149,0.6741573033707866,0.3448275862068965,0.6300366300366299,6.02,0.7077881133616448,7.08,Kawhi Leonard,CJ McCollum,Paul George,0.699440060747322,0.6308355594753573,0.0622837370242213,0.6220083545624641,6.22
Ryan Dunn,College,21.45,0.2331838565022422,0.07999999999999996,0.4871794871794873,0.4782608695652174,0.8518518518518516,0.023255813953488386,0.5676470588235296,0.38387715930902117,0.0,0.463066418373681,0.5195729537366547,0.20689655172413796,0.880597014925373,0.40372670807453415,0.29213483146067415,0.793103448275862,0.42490842490842484,4.34,0.0,0.0,Walker Kessler,Daniel Gafford,Daniel Gafford,0.4602814367033801,0.4503934634387658,0.4844290657439446,0.38187217636530013,3.82
Isaiah Collier,College,19.7,0.6008968609865472,0.5466666666666666,0.1452991452991453,0.5652173913043479,0.0740740740740741,0.6046511627906976,0.39705882352941185,0.6487523992322457,0.37203166226912937,0.3792675356921168,0.5302491103202845,0.3172413793103448,0.1940298507462686,0.2173913043478261,0.2696629213483146,0.17241379310344826,0.17216117216117216,4.45,0.0890918876182538,0.89,Scotty Pippen Jr.,Darius Garland,Dejounte Murray,0.6735852351697554,0.2284223203487346,0.78719723183391,0.41870125057530194,4.19
Baylor Scheierman,College,23.73,0.6995515695067265,0.4933333333333333,0.6666666666666667,0.30434782608695654,0.03703703703703705,0.34883720930232565,0.273529411764706,0.7312859884836853,0.9076517150395779,0.45996275605214154,0.6334519572953736,0.5586206896551724,0.5074626865671641,0.5652173913043479,0.5393258426966292,0.7241379310344827,0.46886446886446886,5.98,0.3357668372094226,3.36,Jayson Tatum,Pascal Siakam,Alperen Şengün,0.7697038978392319,0.549960909672103,0.08996539792387537,0.5583325588453106,5.58
Jonathan Mogbo,College,22.64,0.506726457399103,0.4533333333333333,0.7606837606837608,0.6086956521739131,0.29629629629629634,0.25581395348837216,0.8264705882352943,0.0,0.4221635883905011,0.7486033519553074,0.818505338078292,0.5793103448275863,0.6567164179104475,0.6459627329192547,0.606741573033708,0.793103448275862,0.8058608058608057,6.53,0.0,0.0,Amen Thompson,Alperen Şengün,Jusuf Nurkić,0.6851661616827378,0.7352347155525769,0.278546712802768,0.5558625550301403,5.56
Kyle Filipowski,College,20.62,0.6053811659192825,0.3466666666666666,0.6068376068376069,0.39130434782608703,0.5555555555555556,0.32558139534883723,0.44117647058823545,0.6679462571976967,0.36675461741424803,0.5872129112352578,0.5516014234875444,0.5517241379310345,0.7164179104477612,0.6459627329192547,0.4943820224719101,0.7586206896551724,0.5641025641025641,6.29,0.1828745339085168,1.83,Evan Mobley,Scottie Barnes,Bam Adebayo,0.7242201290657174,0.604302533743208,0.6280276816608994,0.5810107276765081,5.81
Tyler Kolek,College,23.23,0.5560538116591929,1.0,0.3162393162393163,0.6086956521739131,0.0740740740740741,0.5116279069767442,0.4147058823529413,0.744721689059501,0.8416886543535619,0.5344506517690877,0.6476868327402135,0.5724137931034483,0.5223880597014925,0.5838509316770186,0.4943820224719101,0.48275862068965514,0.5018315018315018,6.51,1.0,10.0,LaMelo Ball,LeBron James,Scotty Pippen Jr.,0.8855614977901568,0.5409425018568695,0.17647058823529405,0.7163115488872427,7.16
Johnny Furphy,College,19.53,0.273542600896861,0.10666666666666662,0.3162393162393163,0.30434782608695654,0.11111111111111112,0.023255813953488386,0.3264705882352943,0.6756238003838771,0.6147757255936676,0.3078833022967102,0.6797153024911032,0.3586206896551724,0.462686567164179,0.3664596273291925,0.3033707865168539,0.37931034482758613,0.34065934065934067,3.9,0.0,0.0,Royce O'Neale,Moses Moody,Nikola Jović,0.4143436365008822,0.36258670169562784,0.816608996539792,0.35939962653534063,3.59
Ajay Mitchell,College,21.99,0.7668161434977578,0.5066666666666667,0.23931623931623933,0.43478260869565216,0.14814814814814817,0.44186046511627913,0.43823529411764717,0.7543186180422266,0.8601583113456464,0.5779019242706395,0.6903914590747332,0.4137931034482758,0.10447761194029845,0.2670807453416149,0.4943820224719101,0.2758620689655172,0.4945054945054945,5.58,0.134381944155045,1.34,Desmond Bane,Anthony Edwards,Dejounte Murray,0.793052483755445,0.40265622821977964,0.3910034602076127,0.5033713793671845,5.03
Jaylen Wells,College,20.82,0.4349775784753363,0.1333333333333333,0.2905982905982906,0.13043478260869565,0.0740740740740741,0.0,0.23823529411764716,0.800383877159309,0.7440633245382583,0.3575418994413409,0.594306049822064,0.48965517241379314,0.2835820895522388,0.40993788819875776,0.4606741573033708,0.37931034482758613,0.4322344322344322,4.08,0.0,0.0,Simone Fontecchio,Cameron Johnson,Trey Murphy III,0.4367248261113201,0.4042096822798561,0.5934256055363321,0.36480257444138536,3.65
Oso Ighodaro,College,21.97,0.47085201793721976,0.36,0.4871794871794873,0.39130434782608703,0.4814814814814815,0.25581395348837216,0.65,0.0,0.24010554089709757,0.45996275605214154,0.6120996441281139,0.40689655172413797,0.5522388059701491,0.453416149068323,0.47191011235955055,0.5862068965517241,0.4175824175824176,4.67,0.0461331060111164,0.46,Amen Thompson,Jarrett Allen,Evan Mobley,0.5210815665958876,0.47322247088432834,0.39446366782006936,0.4134248373752728,4.13
Adem Bona,College,21.23,0.42600896860986553,0.1333333333333333,0.4017094017094018,0.39130434782608703,0.6666666666666667,0.4186046511627907,0.6852941176470588,0.0,0.4327176781002637,0.5034140285536934,0.7153024911032029,0.2275862068965517,0.7164179104477612,0.36024844720496896,0.3033707865168539,0.5517241379310344,0.37362637362637363,4.74,0.0,0.0,Goga Bitadze,Chet Holmgren,Nic Claxton,0.5624643403856349,0.4333709393527441,0.5224913494809686,0.41697917569197285,4.17
KJ Simpson,College,21.87,0.7533632286995516,0.6266666666666667,0.3931623931623932,0.6086956521739131,0.03703703703703705,0.34883720930232565,0.3529411764705883,0.8330134357005757,0.9076517150395779,0.5499689633767847,0.6690391459074734,0.5724137931034483,0.5223880597014925,0.5838509316770186,0.6853932584269663,0.5862068965517241,0.5787545787545788,6.73,0.8909985833733212,8.91,Donovan Mitchell,Jimmy Butler,Kyrie Irving,0.8455164971852046,0.6047461256223451,0.4117647058823527,0.7266619729385808,7.27
Pelle Larsson,College,23.32,0.4439461883408072,0.4666666666666667,0.24786324786324784,0.30434782608695654,0.0740740740740741,0.27906976744186046,0.48235294117647076,0.8176583493282149,0.575197889182058,0.33271260086902554,0.7259786476868328,0.3793103448275862,0.5373134328358208,0.41614906832298143,0.43820224719101125,0.5172413793103449,0.41391941391941384,4.86,0.0944081042983445,0.94,Donte DiVincenzo,Jrue Holiday,Kelly Olynyk,0.6150794130295605,0.44612744764543333,0.16089965397923867,0.4270955613011167,4.27
Jamal Shead,College,21.99,0.4484304932735427,0.8133333333333334,0.21367521367521372,0.8695652173913044,0.18518518518518517,0.3023255813953489,0.15882352941176472,0.5930902111324377,0.6517150395778364,0.48168839230291755,0.2740213523131673,0.5310344827586208,1.0,0.7453416149068323,0.4606741573033708,1.0,0.575091575091575,6.09,0.2809267807952433,2.81,Scotty Pippen Jr.,Donovan Mitchell,Fred VanVleet,0.7006101320242731,0.6099197217449299,0.3910034602076127,0.5708534469799594,5.71
Cam Christie,College,18.91,0.3766816143497758,0.26666666666666666,0.20512820512820515,0.17391304347826086,0.11111111111111112,0.11627906976744186,0.14117647058823546,0.7504798464491363,0.683377308707124,0.20546244568590938,0.4555160142348757,0.2413793103448276,0.13432835820895522,0.12422360248447208,0.29213483146067415,0.20689655172413793,0.13553113553113555,3.1,0.0,0.0,Buddy Hield,Cameron Johnson,Buddy Hield,0.43083736795148,0.15532992626856107,0.9238754325259514,0.29680235470967803,2.97
Antonio Reeves,College,23.58,0.7757847533632287,0.18666666666666665,0.2564102564102564,0.21739130434782608,0.0740740740740741,0.11627906976744186,0.4617647058823531,0.8579654510556622,0.8733509234828495,0.5127250155183117,0.7900355871886122,0.6,0.0,0.391304347826087,0.5730337078651685,0.10344827586206888,0.43589743589743585,4.88,0.2259820117774999,2.26,Simone Fontecchio,Immanuel Quickley,Klay Thompson,0.6386222962064926,0.4320793794666204,0.11591695501730126,0.44883654325844247,4.49
Harrison Ingram,College,21.56,0.41704035874439466,0.26666666666666666,0.6495726495726497,0.5217391304347826,0.14814814814814817,0.1627906976744186,0.22058823529411772,0.7389635316698656,0.21108179419525055,0.3482309124767226,0.3985765124555162,0.42068965517241386,0.6268656716417909,0.48447204968944096,0.3932584269662921,0.7241379310344827,0.3626373626373626,4.58,0.0,0.0,Jalen Johnson,Tari Eason,Royce O'Neale,0.5381081153748437,0.42817415670547476,0.46539792387543266,0.40113901235307214,4.01
Tristen Newton,College,23.15,0.547085201793722,0.7999999999999999,0.4615384615384615,0.30434782608695654,0.11111111111111112,0.4186046511627907,0.17647058823529413,0.6161228406909789,0.7282321899736148,0.47548106765983866,0.5088967971530252,0.5793103448275863,0.5373134328358208,0.6024844720496895,0.651685393258427,0.793103448275862,0.5897435897435898,5.92,0.5580819935372627,5.58,Khris Middleton,Josh Giddey,Russell Westbrook,0.7031301706364972,0.5903646688928159,0.19031141868512136,0.593933515303463,5.94
Enrique Freeman,College,23.89,0.7040358744394619,0.18666666666666665,1.0,0.2608695652173913,0.6296296296296295,0.4186046511627907,0.6735294117647059,0.710172744721689,0.517150395778364,0.745499689633768,0.8007117437722422,0.503448275862069,0.4029850746268656,0.4720496894409938,0.6179775280898877,0.9310344827586206,0.7326007326007327,7.04,0.4540031588905204,4.54,Anthony Davis,Evan Mobley,Chet Holmgren,0.8917001668072893,0.6666551208844241,0.0622837370242213,0.6652407374514977,6.65
Quinten Post,College,24.25,0.6322869955156951,0.36,0.5897435897435898,0.30434782608695654,0.6296296296296295,0.4186046511627907,0.46764705882352964,0.8272552783109404,0.7625329815303429,0.5747982619491001,0.6725978647686833,0.5448275862068966,0.5074626865671641,0.5527950310559007,0.4831460674157303,0.5172413793103449,0.4432234432234432,6.27,0.0941368273994525,0.94,Kristaps Porziņģis,Evan Mobley,Scottie Barnes,0.8611296949450571,0.5331727624650248,0.0,0.5385528927620227,5.39
Cam Spencer,College,24.21,0.5112107623318387,0.4533333333333333,0.3162393162393163,0.5652173913043479,0.11111111111111112,0.06976744186046512,0.37941176470588245,0.8445297504798465,1.0,0.48789571694599637,0.7900355871886122,0.5931034482758621,0.7164179104477612,0.68944099378882,0.6966292134831461,0.793103448275862,0.6446886446886446,6.33,0.3195412735545921,3.2,Donte DiVincenzo,Jimmy Butler,Mike Conley,0.7100387725906021,0.6958425169974511,0.006920415224913379,0.5810390637900281,5.81
Anton Watson,College,23.7,0.5201793721973095,0.31999999999999995,0.5042735042735043,0.5652173913043479,0.25925925925925924,0.1627906976744186,0.6558823529411765,0.7907869481765835,0.31926121372031663,0.5437616387337059,0.7188612099644129,0.5172413793103449,0.5970149253731343,0.5652173913043479,0.550561797752809,0.6551724137931035,0.5860805860805861,5.83,0.0,0.0,Jalen Johnson,Donte DiVincenzo,Tari Eason,0.6899347090642203,0.594793769168678,0.09515570934256068,0.48970282178255026,4.9
Bronny James,College,19.7,0.08520179372197315,0.2533333333333333,0.13675213675213674,0.2608695652173913,0.0740740740740741,0.09302325581395351,0.03235294117647061,0.5124760076775432,0.37994722955145127,0.09993792675356929,0.19217081850533807,0.0,0.3582089552238806,0.0,0.1348314606741573,0.10344827586206888,0.0,1.41,0.0,0.0,Markelle Fultz,Jordan Goodwin,Malachi Flynn,0.22621896309702166,0.0,0.78719723183391,0.15043188048087563,1.5
Kevin McCullar,College,23.27,0.6905829596412556,0.5199999999999999,0.4102564102564103,0.5652173913043479,0.14814814814814817,0.4186046511627907,0.2911764705882354,0.6391554702495202,0.7203166226912929,0.43513345747982635,0.5302491103202845,0.40689655172413797,0.462686567164179,0.41614906832298143,0.3370786516853933,0.4482758620689655,0.358974358974359,5.22,0.5698913198332269,5.7,Anthony Edwards,Paul George,Dejounte Murray,0.7512431332363939,0.3893337847153036,0.16955017301038067,0.5368274119549561,5.37
Trey Alexander,College,21.13,0.6591928251121077,0.6,0.3846153846153847,0.39130434782608703,0.14814814814814817,0.4186046511627907,0.2676470588235295,0.6506717850287909,0.7704485488126648,0.3606455617628802,0.42704626334519596,0.3172413793103448,0.43283582089552236,0.31055900621118016,0.42696629213483145,0.6206896551724137,0.31501831501831495,5.14,0.1418493324195414,1.42,Franz Wagner,Khris Middleton,Desmond Bane,0.7293114197203986,0.3532499410625084,0.5397923875432526,0.4745847646587848,4.75
Reece Beekman,College,22.7,0.5112107623318387,0.7999999999999999,0.20512820512820515,0.782608695652174,0.18518518518518517,0.32558139534883723,0.2588235294117648,0.5950095969289827,0.5857519788918205,0.5065176908752328,0.37010676156583644,0.4413793103448276,0.8507462686567164,0.6086956521739131,0.3932584269662921,0.7586206896551724,0.4175824175824176,5.62,0.2804757913719869,2.8,Scotty Pippen Jr.,Donovan Mitchell,De'Aaron Fox,0.7079097937748423,0.511467202784663,0.26816608996539804,0.5263595131022621,5.26
Jalen Bridges,College,23.1,0.41704035874439466,0.15999999999999995,0.3846153846153847,0.39130434782608703,0.22222222222222224,0.06976744186046512,0.3264705882352943,0.7907869481765835,0.767810026385224,0.38857852265673504,0.7010676156583631,0.6137931034482759,0.3880597014925372,0.5714285714285715,0.4943820224719101,0.37931034482758613,0.3992673992673992,4.85,0.0,0.0,Trey Murphy III,Donte DiVincenzo,Simone Fontecchio,0.5674023169955728,0.48732279342124896,0.1989619377162627,0.41210207788266334,4.12
Isaiah Crawford,College,22.63,0.6008968609865472,0.29333333333333333,0.42735042735042744,0.8260869565217391,0.6296296296296295,0.4186046511627907,0.3823529411764707,0.7946257197696737,0.517150395778364,0.5344506517690877,0.5729537366548043,0.3862068965517242,0.6567164179104475,0.4720496894409938,0.41573033707865176,0.8620689655172412,0.5274725274725274,6.28,0.04773844567453,0.48,Alex Caruso,Jaren Jackson Jr.,OG Anunoby,0.8339212496667314,0.5296450930459088,0.2802768166089966,0.5426501875137448,5.43
N'Faly Dante,College,22.67,0.6322869955156951,0.18666666666666665,0.6837606837606838,0.6521739130434783,0.7037037037037036,0.39534883720930236,1.0,,0.2137203166226912,0.7299813780260709,0.9537366548042708,0.6413793103448276,0.7761194029850746,0.7453416149068323,0.38202247191011235,0.37931034482758613,0.5641025641025641,7.17,0.4228907629325071,4.23,Evan Mobley,Anthony Davis,Daniel Gafford,0.8912396877651928,0.6715974385238709,0.2733564013840827,0.6793254162958237,6.79
Justin Edwards,College,20.51,0.2645739910313902,0.09333333333333327,0.18803418803418803,0.30434782608695654,0.0740740740740741,0.023255813953488386,0.3852941176470589,0.7005758157389635,0.6437994722955145,0.28305400372439476,0.5836298932384342,0.23448275862068965,0.11940298507462684,0.11180124223602486,0.2808988764044944,0.10344827586206888,0.21245421245421242,2.95,0.0,0.0,Moses Moody,Simone Fontecchio,Simone Fontecchio,0.4008443072586264,0.18322299749393034,0.6470588235294114,0.27294680790965975,2.73
Boogie Ellis,College,23.52,0.609865470852018,0.37333333333333335,0.1965811965811966,0.5217391304347826,0.03703703703703705,0.25581395348837216,0.21176470588235302,0.8023032629558542,0.49604221635883894,0.33271260086902554,0.5231316725978646,0.36551724137931035,0.1940298507462686,0.26086956521739135,0.3370786516853933,0.24137931034482754,0.2161172161172161,3.82,0.0,0.0,Donte DiVincenzo,Devin Vassell,Bogdan Bogdanović,0.574478938900817,0.2613086053720448,0.12629757785467133,0.32394512725687913,3.24
Allen Flanigan,College,23.16,0.5336322869955157,0.3466666666666666,0.4188034188034188,0.5652173913043479,0.25925925925925924,0.37209302325581395,0.23235294117647068,0.5239923224568139,0.7519788918205802,0.38857852265673504,0.3843416370106763,0.2275862068965517,0.253731343283582,0.16149068322981366,0.31460674157303375,0.31034482758620685,0.2087912087912088,4.06,0.4140856994987462,4.14,Dalano Banton,Russell Westbrook,Franz Wagner,0.6626118922072782,0.21772802167411548,0.18858131487889263,0.4148568605285547,4.15
PJ Hall,College,22.33,0.6905829596412556,0.15999999999999995,0.4444444444444445,0.2608695652173913,0.5185185185185185,0.27906976744186046,0.39117647058823535,0.6046065259117083,0.6517150395778364,0.5747982619491001,0.5729537366548043,0.48965517241379314,0.4477611940298507,0.47826086956521746,0.4606741573033708,0.48275862068965514,0.4432234432234432,5.3,0.0978071322376721,0.98,Jaren Jackson Jr.,Kristaps Porziņģis,Naz Reid,0.6608109079181314,0.4796848413293236,0.33217993079584796,0.4716687555737283,4.72
Keshad Johnson,College,22.99,0.38565022421524664,0.21333333333333332,0.4017094017094018,0.34782608695652173,0.25925925925925924,0.20930232558139542,0.5147058823529415,0.7428023032629559,0.4696569920844325,0.3792675356921168,0.704626334519573,0.40689655172413797,0.6119402985074626,0.4720496894409938,0.3932584269662921,0.5862068965517241,0.4285714285714285,4.85,0.0,0.0,Naz Reid,Jalen Johnson,Donte DiVincenzo,0.5786371193550718,0.47467546785072434,0.21799307958477532,0.4131583101675715,4.13
Isaac Jones,College,23.94,0.5560538116591929,0.1733333333333333,0.5470085470085471,0.13043478260869565,0.40740740740740744,0.27906976744186046,0.6470588235294118,0.13627639155470253,0.47493403693931385,0.5158286778398511,0.693950177935943,0.4413793103448276,0.43283582089552236,0.4285714285714286,0.4943820224719101,0.5862068965517241,0.47985347985347987,4.67,0.0501238230863259,0.5,Jarrett Allen,Deandre Ayton,Jonas Valančiūnas,0.5336268416610928,0.49719361893983804,0.05363321799307941,0.3993810780724933,3.99
Judah Mintz,College,20.95,0.7130044843049328,0.56,0.17094017094017097,0.8260869565217391,0.03703703703703705,0.5116279069767442,0.24411764705882363,0.5412667946257197,0.6147757255936676,0.4165114835505898,0.4448398576512458,0.2827586206896552,0.2686567164179104,0.2173913043478261,0.3595505617977528,0.3448275862068965,0.24542124542124544,4.72,0.0491892815552833,0.49,Marcus Smart,De'Aaron Fox,Scotty Pippen Jr.,0.7153482761125517,0.2701004598282536,0.5709342560553634,0.42531934424162954,4.25
